,Series or Movie,IMDb Score,Awards Received,Release Date,Release Period
3468,Movie,6.6,3.0,2018-11-29,2010-2029
3469,Movie,7.7,2.0,2014-08-29,2010-2029
3470,Movie,7.0,15.0,2020-01-24,2010-2029
3471,Movie,6.7,Not Awarded,2019-10-18,2010-2029
3472,Series,8.3,Not Awarded,2020-04-20,2010-2029
3473,Series,6.6,Not Awarded,2020-04-20,2010-2029
3474,Series,9.2,6.0,2020-04-19,2010-2029
3475,Movie,6.9,Not Awarded,2020-02-14,2010-2029
3476,Movie,6.1,2.0,2011-10-07,2010-2029
3477,Series,8.2,Not Awarded,2020-04-17,2010-2029
3478,Series,7.5,6.0,2019-11-03,2010-2029
3479,Movie,5.9,Not Awarded,2019-05-17,2010-2029
3480,Movie,6.1,1.0,2020-04-17,2010-2029
3481,Movie,6.2,Not Awarded,2019-12-05,2010-2029
3482,Series,5.3,Not Awarded,2020-04-17,2010-2029
3483,Series,4.5,Not Awarded,2020-04-17,2010-2029
3484,Movie,4.9,Not Awarded,2020-04-17,2010-2029
3485,Movie,5.7,Not Awarded,2020-04-17,2010-2029
3486,Series,6.8,Not Awarded,2020-04-17,2010-2029
3487,Series,6.9,Not Awarded,2020-04-01,2010-2029
3488,Movie,7.2,1.0,2012-10-20,2010-2029
3489,Movie,7.2,Not Awarded,1976-10-29,1970-1989
3491,Movie,5.7,Not Awarded,2008-12-07,1990-2009
3493,Movie,7.0,15.0,2006-11-24,1990-2009
3494,Movie,4.8,Not Awarded,2019-12-06,2010-2029
3495,Movie,7.2,7.0,2006-08-30,1990-2009
3496,Movie,6.4,Not Awarded,2020-03-05,2010-2029
3497,Movie,5.2,Not Awarded,2020-01-17,2010-2029
3498,Movie,6.1,4.0,2019-09-20,2010-2029
3499,Movie,6.2,6.0,2019-09-06,2010-2029
3500,Movie,5.3,5.0,2013-04-26,2010-2029
3501,Movie,5.5,Not Awarded,2016-03-17,2010-2029
3502,Movie,5.8,Not Awarded,2014-09-17,2010-2029
3503,Series,8.0,Not Awarded,2020-04-15,2010-2029
3504,Series,7.6,1.0,2020-04-15,2010-2029
3506,Series,4.8,2.0,2015-03-13,2010-2029
3507,Movie,6.9,Not Awarded,2002-10-24,1990-2009
3508,Series,7.8,Not Awarded,2009-07-23,1990-2009
3509,Series,5.9,7.0,2017-08-20,2010-2029
3510,Movie,4.7,Not Awarded,2020-02-14,2010-2029
3511,Movie,6.5,Not Awarded,2006-07-26,1990-2009
3514,Movie,5.1,Not Awarded,2008-07-22,1990-2009
3515,Movie,4.7,Not Awarded,2010-06-16,2010-2029
3516,Movie,6.8,Not Awarded,2014-09-01,2010-2029
3518,Movie,6.8,Not Awarded,2018-10-03,2010-2029
3519,Movie,5.9,Not Awarded,2020-04-14,2010-2029
3520,Movie,6.3,1.0,2018-12-05,2010-2029
3521,Movie,5.8,Not Awarded,2018-06-09,2010-2029
3522,Series,6.2,Not Awarded,2014-07-08,2010-2029
3523,Series,7.6,Not Awarded,2020-01-02,2010-2029
3524,Movie,6.3,Not Awarded,2019-05-04,2010-2029
3525,Series,7.3,Not Awarded,2020-04-10,2010-2029
3526,Movie,4.2,Not Awarded,2019-12-06,2010-2029
3527,Movie,5.2,Not Awarded,2017-04-12,2010-2029
3528,Movie,5.5,3.0,2019-04-12,2010-2029
3530,Movie,7.0,12.0,2010-10-01,2010-2029
3531,Movie,6.1,Not Awarded,2019-12-13,2010-2029
3532,Movie,5.4,1.0,2018-03-30,2010-2029
3533,Movie,6.5,Not Awarded,2020-04-10,2010-2029
3534,Movie,4.7,Not Awarded,2020-04-10,2010-2029
3535,Movie,6.4,1.0,2019-08-28,2010-2029
3536,Movie,7.2,Not Awarded,2020-04-10,2010-2029
3537,Movie,5.5,Not Awarded,2020-04-10,2010-2029
3538,Series,5.1,Not Awarded,2020-04-10,2010-2029
3539,Series,6.8,Not Awarded,2020-08-18,2010-2029
3540,Movie,6.6,8.0,2014-03-28,2010-2029
3541,Movie,2.8,Not Awarded,2019-11-08,2010-2029
3542,Movie,7.0,1.0,2017-11-09,2010-2029
3543,Movie,4.9,Not Awarded,2018-11-02,2010-2029
3544,Movie,5.9,1.0,2019-09-06,2010-2029
3545,Series,7.4,Not Awarded,2020-04-09,2010-2029
3547,Movie,5.6,Not Awarded,2020-02-03,2010-2029
3548,Movie,6.7,Not Awarded,2017-08-18,2010-2029
3549,Movie,7.5,Not Awarded,2010-04-10,2010-2029
3550,Movie,6.0,5.0,2014-10-24,2010-2029
3551,Movie,6.9,1.0,2015-11-25,2010-2029
3552,Movie,5.2,2.0,2015-09-25,2010-2029
3553,Movie,9.1,1.0,2019-02-02,2010-2029
3554,Movie,7.3,7.0,2013-09-19,2010-2029
3555,Movie,6.5,1.0,2015-05-07,2010-2029
3556,Movie,5.9,1.0,2016-04-22,2010-2029
3557,Movie,6.8,2.0,2002-01-31,1990-2009
3558,Movie,6.5,1.0,2010-01-14,2010-2029
3559,Series,7.1,3.0,2016-12-21,2010-2029
3560,Series,6.4,Not Awarded,2020-04-02,2010-2029
3561,Movie,6.4,Not Awarded,2019-01-23,2010-2029
3562,Movie,5.3,9.0,2020-08-18,2010-2029
3563,Series,2.0,Not Awarded,1916-03-01,1910-1929
3564,Series,7.2,1.0,2017-12-22,2010-2029
3565,Series,7.7,1.0,2018-02-26,2010-2029
3566,Series,7.7,3.0,1999-12-12,1990-2009
3567,Series,7.4,Not Awarded,2019-01-30,2010-2029
3568,Series,6.6,Not Awarded,2017-02-19,2010-2029
3570,Movie,6.8,Not Awarded,2015-12-29,2010-2029
3571,Movie,6.4,Not Awarded,2018-06-29,2010-2029
3572,Series,7.0,Not Awarded,2020-04-03,2010-2029
3574,Series,6.3,Not Awarded,2020-04-06,2010-2029
3575,Movie,6.4,4.0,2020-05-19,2010-2029
3577,Movie,4.6,Not Awarded,2019-12-06,2010-2029
3578,Movie,1.9,1.0,2019-12-05,2010-2029
3579,Movie,6.1,3.0,2015-11-07,2010-2029
3580,Movie,6.4,Not Awarded,2020-02-21,2010-2029
3582,Movie,5.8,Not Awarded,2017-12-09,2010-2029
3583,Movie,6.4,Not Awarded,2017-09-30,2010-2029
3584,Movie,6.1,Not Awarded,2019-01-26,2010-2029
3585,Movie,5.8,Not Awarded,2004-09-04,1990-2009
3586,Movie,7.5,Not Awarded,2020-04-03,2010-2029
3587,Series,7.7,Not Awarded,2020-03-03,2010-2029
3588,Series,7.1,Not Awarded,2020-04-03,2010-2029
3589,Movie,5.9,Not Awarded,2020-04-01,2010-2029
3590,Movie,5.7,Not Awarded,2018-10-05,2010-2029
3591,Movie,4.9,Not Awarded,2018-10-05,2010-2029
3592,Movie,4.7,Not Awarded,2020-04-02,2010-2029
3593,Movie,7.1,24.0,2013-05-31,2010-2029
3594,Movie,5.6,Not Awarded,2013-05-10,2010-2029
3595,Movie,3.2,Not Awarded,2020-06-07,2010-2029
3596,Movie,6.0,Not Awarded,1988-02-12,1970-1989
3597,Movie,7.3,10.0,2018-04-13,2010-2029
3598,Series,7.5,2.0,2017-11-01,2010-2029
3599,Movie,6.2,Not Awarded,2016-07-21,2010-2029
3600,Movie,6.0,Not Awarded,2016-07-05,2010-2029
3601,Movie,4.8,Not Awarded,2015-07-23,2010-2029
3602,Movie,5.9,Not Awarded,2008-04-04,1990-2009
3603,Movie,6.5,3.0,2008-11-14,1990-2009
3604,Movie,7.2,Not Awarded,1984-09-18,1970-1989
3605,Movie,4.6,Not Awarded,2005-04-29,1990-2009
3606,Movie,6.5,Not Awarded,2015-08-14,2010-2029
3607,Movie,6.6,Not Awarded,2018-06-21,2010-2029
3608,Movie,5.6,Not Awarded,2019-08-16,2010-2029
3609,Movie,7.6,Not Awarded,2015-09-18,2010-2029
3610,Movie,6.2,Not Awarded,1993-08-03,1990-2009
3611,Movie,6.5,3.0,2008-11-14,1990-2009
3612,Movie,5.5,Not Awarded,1998-05-08,1990-2009
3613,Movie,7.7,3.0,1990-02-16,1990-2009
3614,Movie,5.0,Not Awarded,1987-06-26,1970-1989
3615,Series,4.9,Not Awarded,2020-04-01,2010-2029
3616,Series,7.0,Not Awarded,2020-04-01,2010-2029
3617,Movie,6.1,1.0,2018-11-21,2010-2029
3618,Movie,5.5,Not Awarded,2019-09-20,2010-2029
3619,Series,8.0,Not Awarded,2018-03-03,2010-2029
3620,Movie,6.3,Not Awarded,2018-08-30,2010-2029
3621,Movie,6.6,7.0,1980-05-16,1970-1989
3622,Movie,5.6,Not Awarded,2020-01-22,2010-2029
3623,Movie,6.6,Not Awarded,2018-08-17,2010-2029
3624,Movie,6.2,1.0,2019-05-10,2010-2029
3625,Movie,3.9,Not Awarded,2012-06-05,2010-2029
3627,Movie,7.7,4.0,2015-08-07,2010-2029
3628,Movie,7.9,Not Awarded,1996-12-13,1990-2009
3629,Movie,4.9,3.0,1981-07-17,1970-1989
3630,Movie,7.2,Not Awarded,2020-04-01,2010-2029
3631,Movie,7.3,3.0,1995-12-25,1990-2009
3632,Movie,8.2,14.0,2005-06-17,1990-2009
3633,Movie,4.7,Not Awarded,1991-11-15,1990-2009
3634,Movie,7.4,6.0,2011-07-16,2010-2029
3635,Movie,5.0,Not Awarded,2011-08-11,2010-2029
3636,Movie,5.8,Not Awarded,2001-04-12,1990-2009
3637,Movie,6.1,1.0,2000-02-03,1990-2009
3638,Movie,7.7,18.0,2019-06-25,2010-2029
3639,Movie,8.2,Not Awarded,2019-12-25,2010-2029
3640,Movie,4.9,Not Awarded,2019-04-12,2010-2029
3641,Series,6.9,Not Awarded,2007-11-01,1990-2009
3642,Movie,7.4,Not Awarded,2020-01-07,2010-2029
3643,Movie,6.3,2.0,2019-11-08,2010-2029
3644,Movie,5.0,Not Awarded,2019-08-16,2010-2029
3645,Movie,5.5,Not Awarded,2010-04-16,2010-2029
3646,Movie,5.6,Not Awarded,2018-04-27,2010-2029
3647,Movie,7.7,Not Awarded,2020-02-28,2010-2029
3648,Series,6.4,Not Awarded,2020-03-28,2010-2029
3649,Movie,2.7,Not Awarded,2020-03-13,2010-2029
3650,Movie,4.2,Not Awarded,2019-06-13,2010-2029
3651,Movie,6.2,Not Awarded,2020-03-27,2010-2029
3652,Movie,5.9,Not Awarded,2020-03-30,2010-2029
3653,Movie,5.3,Not Awarded,2020-03-27,2010-2029
3654,Movie,5.9,Not Awarded,2020-03-27,2010-2029
3655,Movie,6.2,Not Awarded,1972-04-05,1970-1989
3656,Movie,7.4,Not Awarded,2020-03-27,2010-2029
3657,Series,4.3,Not Awarded,2020-03-27,2010-2029
3658,Series,8.1,1.0,2018-10-04,2010-2029
3659,Movie,6.6,Not Awarded,2020-03-27,2010-2029
3661,Movie,7.3,Not Awarded,2019-04-25,2010-2029
3662,Movie,6.8,3.0,2017-10-26,2010-2029
3663,Movie,6.7,10.0,2013-05-24,2010-2029
3664,Movie,5.5,Not Awarded,2019-11-01,2010-2029
3665,Movie,7.9,3.0,2008-11-21,1990-2009
3666,Movie,6.3,Not Awarded,2014-09-04,2010-2029
3667,Movie,6.7,Not Awarded,2020-03-26,2010-2029
3668,Series,8.0,8.0,2020-03-26,2010-2029
3669,Movie,5.6,Not Awarded,2019-12-25,2010-2029
3671,Movie,7.3,1.0,2019-12-26,2010-2029
3672,Movie,7.4,3.0,2019-07-12,2010-2029
3673,Movie,6.3,Not Awarded,2020-03-25,2010-2029
3674,Movie,5.9,Not Awarded,2019-06-26,2010-2029
3675,Movie,7.3,Not Awarded,2020-03-24,2010-2029
3676,Movie,5.6,Not Awarded,2019-12-03,2010-2029
3677,Movie,6.3,Not Awarded,2019-06-08,2010-2029
3678,Series,6.5,1.0,2020-03-23,2010-2029
3679,Movie,4.6,Not Awarded,2019-10-31,2010-2029
3680,Movie,6.0,1.0,2018-07-14,2010-2029
3681,Movie,7.1,11.0,2017-01-12,2010-2029
3682,Series,5.6,Not Awarded,2020-03-21,2010-2029
3683,Series,6.4,1.0,2020-03-06,2010-2029
3684,Movie,4.8,Not Awarded,2020-10-28,2010-2029
3685,Series,7.3,Not Awarded,2020-04-09,2010-2029
3686,Movie,7.0,12.0,2020-03-20,2010-2029
3687,Movie,5.9,Not Awarded,2020-03-09,2010-2029
3688,Movie,6.8,Not Awarded,2020-03-20,2010-2029
3689,Series,7.2,Not Awarded,2020-03-20,2010-2029
3690,Series,5.5,Not Awarded,2020-03-20,2010-2029
3691,Series,7.6,Not Awarded,2020-03-20,2010-2029
3692,Series,6.5,Not Awarded,2020-03-20,2010-2029
3693,Series,6.8,Not Awarded,2019-12-19,2010-2029
3694,Series,5.9,Not Awarded,2020-03-20,2010-2029
3695,Series,7.3,1.0,2020-03-20,2010-2029
3696,Movie,6.4,Not Awarded,2019-08-23,2010-2029
3697,Movie,4.8,Not Awarded,2019-02-08,2010-2029
3698,Movie,5.7,Not Awarded,2017-09-16,2010-2029
3699,Movie,4.7,Not Awarded,2017-03-01,2010-2029
3700,Series,7.5,Not Awarded,2020-03-19,2010-2029
3701,Movie,4.8,Not Awarded,2019-07-12,2010-2029
3702,Movie,5.9,Not Awarded,2020-01-09,2010-2029
3703,Movie,6.5,Not Awarded,2020-03-19,2010-2029
3704,Movie,7.2,Not Awarded,1990-08-25,1990-2009
3705,Movie,7.4,Not Awarded,1997-04-25,1990-2009
3706,Movie,7.0,Not Awarded,1990-08-25,1990-2009
3707,Movie,7.1,Not Awarded,2003-04-08,1990-2009
3708,Movie,6.3,2.0,2019-12-18,2010-2029
3709,Movie,6.7,2.0,2019-08-23,2010-2029
3710,Series,8.2,2.0,2020-03-18,2010-2029
3711,Series,6.1,Not Awarded,2019-11-10,2010-2029
3712,Series,4.4,Not Awarded,2018-01-31,2010-2029
3713,Movie,5.3,Not Awarded,2018-09-07,2010-2029
3714,Movie,5.4,Not Awarded,2019-11-15,2010-2029
3715,Movie,7.3,2.0,2019-02-06,2010-2029
3716,Movie,5.8,1.0,2003-04-04,1990-2009
3717,Movie,6.2,Not Awarded,2019-10-04,2010-2029
3718,Movie,6.4,15.0,2020-03-06,2010-2029
3719,Movie,7.1,Not Awarded,2020-03-17,2010-2029
3720,Series,8.1,Not Awarded,2020-03-17,2010-2029
3721,Series,6.4,Not Awarded,2018-07-06,2010-2029
3722,Series,5.7,Not Awarded,2018-01-13,2010-2029
3723,Movie,5.7,Not Awarded,2019-06-19,2010-2029
3724,Movie,4.2,Not Awarded,2019-08-08,2010-2029
3725,Movie,5.0,Not Awarded,2018-12-11,2010-2029
3726,Movie,6.9,6.0,2019-06-19,2010-2029
3727,Movie,5.4,2.0,2018-03-30,2010-2029
3728,Movie,5.4,Not Awarded,2019-11-08,2010-2029
3729,Movie,4.6,Not Awarded,2019-11-22,2010-2029
3730,Movie,3.6,Not Awarded,2020-01-17,2010-2029
3731,Movie,5.3,1.0,2019-08-02,2010-2029
3733,Movie,5.9,Not Awarded,2020-01-16,2010-2029
3734,Movie,6.1,Not Awarded,2020-03-13,2010-2029
3735,Series,5.7,Not Awarded,2020-03-13,2010-2029
3736,Series,6.3,Not Awarded,2020-03-13,2010-2029
3737,Series,7.1,Not Awarded,2020-03-13,2010-2029
3738,Series,7.4,Not Awarded,2019-04-06,2010-2029
3739,Movie,6.4,Not Awarded,2018-12-14,2010-2029
3740,Movie,7.5,1.0,2018-02-24,2010-2029
3741,Movie,7.9,Not Awarded,2018-09-01,2010-2029
3742,Movie,7.0,8.0,2017-02-25,2010-2029
3745,Movie,6.3,Not Awarded,2017-09-01,2010-2029
3746,Movie,6.2,Not Awarded,2014-09-26,2010-2029
3747,Movie,5.8,Not Awarded,2018-08-17,2010-2029
3748,Movie,6.8,Not Awarded,2018-10-12,2010-2029
3749,Movie,3.8,Not Awarded,2017-04-06,2010-2029
3750,Movie,7.5,Not Awarded,2020-01-17,2010-2029
3751,Series,8.7,Not Awarded,2020-03-12,2010-2029
3752,Movie,7.7,5.0,1986-08-29,1970-1989
3753,Series,6.5,Not Awarded,2020-03-12,2010-2029
3754,Movie,5.4,16.0,2019-12-19,2010-2029
3755,Movie,5.9,1.0,2019-10-31,2010-2029
3756,Movie,7.6,139.0,2019-07-26,2010-2029
3757,Movie,6.8,Not Awarded,2020-03-10,2010-2029
3759,Series,6.8,Not Awarded,2020-03-11,2010-2029
3760,Movie,6.8,1.0,2019-05-17,2010-2029
3761,Movie,3.9,Not Awarded,1959-08-19,1950-1969
3762,Movie,7.0,Not Awarded,2020-03-10,2010-2029
3763,Movie,5.3,Not Awarded,2019-09-10,2010-2029
3764,Movie,7.3,Not Awarded,2020-03-08,2010-2029
3765,Movie,5.5,Not Awarded,2019-02-08,2010-2029
3766,Movie,5.2,Not Awarded,2020-03-06,2010-2029
3767,Movie,7.0,1.0,2018-11-16,2010-2029
3768,Movie,5.4,Not Awarded,2020-03-06,2010-2029
3769,Movie,6.2,Not Awarded,2020-03-06,2010-2029
3770,Movie,6.2,Not Awarded,2017-01-14,2010-2029
3771,Movie,4.7,Not Awarded,2018-10-12,2010-2029
3772,Movie,7.4,1.0,2019-08-23,2010-2029
3773,Movie,3.7,Not Awarded,2017-04-21,2010-2029
3774,Series,6.1,Not Awarded,2019-09-21,2010-2029
3775,Movie,6.7,Not Awarded,2019-11-08,2010-2029
3776,Series,6.0,Not Awarded,2020-03-05,2010-2029
3777,Movie,7.4,Not Awarded,2020-03-03,2010-2029
3778,Movie,6.3,1.0,2018-09-28,2010-2029
3779,Movie,5.4,Not Awarded,2015-06-18,2010-2029
3780,Movie,7.1,Not Awarded,1977-12-22,1970-1989
3781,Movie,7.2,6.0,2004-06-10,1990-2009
3782,Movie,6.7,9.0,2019-09-13,2010-2029
3783,Movie,7.3,21.0,2016-08-03,2010-2029
3785,Movie,7.5,4.0,2015-12-10,2010-2029
3786,Movie,7.9,30.0,2005-09-22,1990-2009
3787,Movie,6.6,7.0,2011-06-29,2010-2029
3788,Movie,5.0,8.0,2019-08-01,2010-2029
3789,Movie,5.6,Not Awarded,2019-08-25,2010-2029
3790,Movie,6.0,2.0,2007-10-05,1990-2009
3791,Movie,5.8,1.0,2009-04-29,1990-2009
3792,Movie,4.2,Not Awarded,2018-08-01,2010-2029
3793,Movie,5.3,Not Awarded,2019-02-01,2010-2029
3794,Movie,7.1,Not Awarded,2019-12-09,2010-2029
3795,Movie,7.8,4.0,1999-02-19,1990-2009
3796,Movie,6.7,7.0,2018-10-04,2010-2029
3797,Movie,7.4,12.0,2018-09-28,2010-2029
3798,Movie,8.0,3.0,1998-02-28,1990-2009
3799,Movie,6.4,2.0,2018-10-12,2010-2029
3801,Movie,8.0,1.0,2016-10-13,2010-2029
3802,Movie,7.0,Not Awarded,2014-10-02,2010-2029
3803,Movie,6.3,Not Awarded,2019-08-16,2010-2029
3804,Movie,8.2,55.0,2019-03-01,2010-2029
3805,Movie,6.9,Not Awarded,2018-02-08,2010-2029
3806,Movie,4.4,Not Awarded,2018-11-30,2010-2029
3807,Movie,7.6,9.0,2019-03-29,2010-2029
3808,Movie,6.8,21.0,2017-07-14,2010-2029
3809,Movie,7.5,Not Awarded,2019-09-04,2010-2029
3810,Movie,5.5,Not Awarded,2017-09-29,2010-2029
3811,Movie,8.1,3.0,1987-11-25,1970-1989
3812,Movie,7.2,Not Awarded,2000-12-22,1990-2009
3813,Movie,6.1,Not Awarded,2020-01-03,2010-2029
3814,Movie,6.6,Not Awarded,2018-09-14,2010-2029
3815,Movie,7.2,21.0,2020-11-06,2010-2029
3816,Movie,5.5,1.0,2019-10-25,2010-2029
3817,Movie,6.5,Not Awarded,2020-02-28,2010-2029
3818,Series,6.8,Not Awarded,2019-05-05,2010-2029
3819,Series,6.8,1.0,2010-11-12,2010-2029
3820,Series,6.4,Not Awarded,2019-09-25,2010-2029
3821,Series,5.9,Not Awarded,2020-02-28,2010-2029
3822,Movie,6.0,6.0,2019-05-31,2010-2029
3823,Movie,6.4,1.0,2019-08-14,2010-2029
3824,Series,4.1,Not Awarded,2020-02-27,2010-2029
3826,Series,3.8,Not Awarded,2019-02-22,2010-2029
3827,Movie,7.1,Not Awarded,2020-01-11,2010-2029
3828,Series,8.2,Not Awarded,2020-02-26,2010-2029
3829,Series,7.6,1.0,2020-02-26,2010-2029
3830,Movie,6.6,Not Awarded,2019-03-12,2010-2029
3831,Series,6.6,Not Awarded,2019-01-25,2010-2029
3832,Movie,6.1,Not Awarded,2020-02-25,2010-2029
3833,Movie,5.1,4.0,2019-08-09,2010-2029
3834,Movie,8.0,3.0,2019-09-22,2010-2029
3835,Movie,5.7,Not Awarded,2019-10-25,2010-2029
3836,Series,8.0,Not Awarded,2020-02-22,2010-2029
3837,Series,7.2,Not Awarded,2020-02-28,2010-2029
3838,Movie,4.6,2.0,2019-10-25,2010-2029
3839,Series,7.8,1.0,2020-02-21,2010-2029
3840,Movie,7.6,Not Awarded,2020-02-24,2010-2029
3841,Series,7.1,Not Awarded,2010-05-07,2010-2029
3842,Movie,4.3,Not Awarded,2020-02-21,2010-2029
3843,Series,7.4,Not Awarded,2020-02-21,2010-2029
3844,Series,6.5,3.0,2019-08-26,2010-2029
3845,Series,5.6,Not Awarded,2020-02-21,2010-2029
3846,Series,7.9,Not Awarded,2020-02-21,2010-2029
3847,Movie,5.4,Not Awarded,2019-12-13,2010-2029
3848,Movie,7.0,10.0,2019-11-14,2010-2029
3849,Series,4.6,Not Awarded,2020-02-20,2010-2029
3850,Movie,6.8,Not Awarded,2018-03-12,2010-2029
3851,Movie,7.8,31.0,2020-02-21,2010-2029
3852,Movie,6.2,Not Awarded,2018-06-01,2010-2029
3853,Movie,8.5,1.0,2019-08-13,2010-2029
3854,Movie,6.8,1.0,2017-03-03,2010-2029
3855,Movie,6.1,2.0,2019-11-13,2010-2029
3856,Movie,6.9,1.0,2019-10-18,2010-2029
3857,Series,6.7,Not Awarded,2020-02-17,2010-2029
3858,Movie,4.6,Not Awarded,2019-11-19,2010-2029
3859,Movie,6.3,Not Awarded,2014-04-03,2010-2029
3860,Movie,6.1,1.0,2018-09-14,2010-2029
3862,Movie,5.0,1.0,2019-09-13,2010-2029
3863,Movie,6.9,2.0,2020-02-14,2010-2029
3864,Series,7.5,Not Awarded,2020-02-14,2010-2029
3865,Movie,5.7,Not Awarded,2015-10-14,2010-2029
3866,Movie,6.2,Not Awarded,2019-09-13,2010-2029
3867,Series,6.1,Not Awarded,2020-02-13,2010-2029
3868,Movie,6.5,Not Awarded,2019-08-02,2010-2029
3869,Movie,6.7,2.0,2018-09-07,2010-2029
3870,Series,7.5,Not Awarded,2020-02-12,2010-2029
3871,Movie,6.3,Not Awarded,2019-11-01,2010-2029
3872,Movie,6.0,Not Awarded,2020-02-12,2010-2029
3873,Movie,6.6,Not Awarded,2017-12-24,2010-2029
3874,Movie,5.7,Not Awarded,2015-04-24,2010-2029
3875,Movie,7.7,Not Awarded,2020-02-11,2010-2029
3876,Movie,6.5,Not Awarded,2020-02-11,2010-2029
3877,Movie,7.3,Not Awarded,2019-05-10,2010-2029
3878,Movie,5.4,Not Awarded,2019-07-12,2010-2029
3879,Series,5.2,Not Awarded,2019-08-13,2010-2029
3880,Movie,6.9,Not Awarded,2019-10-31,2010-2029
3881,Movie,4.3,Not Awarded,2020-03-05,2010-2029
3882,Movie,5.1,Not Awarded,2019-09-17,2010-2029
3883,Movie,6.1,3.0,2020-02-08,2010-2029
3884,Movie,7.2,Not Awarded,2019-01-25,2010-2029
3885,Movie,7.0,Not Awarded,2019-07-05,2010-2029
3886,Movie,6.3,1.0,2017-12-15,2010-2029
3887,Movie,5.5,Not Awarded,2011-09-02,2010-2029
3888,Movie,5.3,Not Awarded,2003-08-08,1990-2009
3889,Movie,5.9,Not Awarded,2020-02-07,2010-2029
3890,Series,7.7,Not Awarded,2020-02-07,2010-2029
3891,Series,7.6,Not Awarded,2020-02-07,2010-2029
3892,Movie,6.1,Not Awarded,2017-12-07,2010-2029
3893,Movie,6.5,1.0,2019-06-14,2010-2029
3894,Movie,6.6,Not Awarded,2019-05-10,2010-2029
3895,Movie,3.3,Not Awarded,2017-02-16,2010-2029
3896,Movie,5.6,Not Awarded,2020-02-07,2010-2029
3897,Series,6.2,Not Awarded,2020-02-06,2010-2029
3898,Movie,6.7,5.0,2015-09-18,2010-2029
3899,Series,7.7,Not Awarded,2020-02-05,2010-2029
3900,Movie,6.7,Not Awarded,2013-01-20,2010-2029
3901,Series,7.6,Not Awarded,2020-02-05,2010-2029
3902,Movie,8.0,Not Awarded,2020-01-07,2010-2029
3903,Movie,5.3,Not Awarded,2020-02-05,2010-2029
3904,Movie,5.3,Not Awarded,2020-02-04,2010-2029
3905,Movie,6.8,Not Awarded,2019-08-20,2010-2029
3906,Movie,3.8,Not Awarded,2018-05-18,2010-2029
3907,Movie,6.2,5.0,2012-08-07,2010-2029
3908,Series,8.6,Not Awarded,2016-07-12,2010-2029
3909,Movie,6.8,Not Awarded,2011-10-28,2010-2029
3910,Movie,5.9,Not Awarded,2018-03-13,2010-2029
3911,Movie,6.5,1.0,2018-11-30,2010-2029
3912,Movie,6.8,Not Awarded,2019-12-20,2010-2029
3913,Movie,6.6,Not Awarded,2019-08-29,2010-2029
3914,Movie,4.0,Not Awarded,2019-01-08,2010-2029
3915,Movie,6.6,3.0,2018-03-02,2010-2029
3916,Movie,6.0,Not Awarded,2019-09-20,2010-2029
3917,Movie,6.4,14.0,1997-01-23,1990-2009
3918,Movie,5.9,1.0,2017-08-17,2010-2029
3919,Movie,5.6,Not Awarded,2017-04-06,2010-2029
3920,Movie,5.0,1.0,2019-05-03,2010-2029
3921,Series,8.0,7.0,1971-03-08,1970-1989
3923,Series,6.6,Not Awarded,2007-01-19,1990-2009
3924,Series,7.5,Not Awarded,2018-12-16,2010-2029
3925,Series,7.4,Not Awarded,2019-12-18,2010-2029
3926,Series,8.0,9.0,1972-02-26,1970-1989
3927,Movie,4.6,Not Awarded,2018-03-15,2010-2029
3928,Series,7.8,Not Awarded,2018-04-09,2010-2029
3929,Movie,3.2,Not Awarded,2018-04-20,2010-2029
3930,Series,7.2,Not Awarded,2018-07-15,2010-2029
3931,Series,5.5,2.0,2002-11-14,1990-2009
3932,Movie,5.5,1.0,2019-09-25,2010-2029
3933,Movie,6.0,1.0,2011-09-30,2010-2029
3934,Series,7.9,Not Awarded,2019-10-02,2010-2029
3936,Movie,8.3,Not Awarded,2018-04-12,2010-2029
3937,Movie,6.1,Not Awarded,2018-11-30,2010-2029
3938,Movie,7.1,3.0,2016-04-13,2010-2029
3939,Movie,7.7,3.0,1994-12-16,1990-2009
3940,Movie,7.6,1.0,2016-02-26,2010-2029
3941,Movie,7.5,3.0,2009-08-28,1990-2009
3942,Movie,6.7,Not Awarded,1994-07-13,1990-2009
3943,Movie,6.4,Not Awarded,2006-07-29,1990-2009
3944,Movie,5.8,2.0,2018-10-26,2010-2029
3945,Movie,7.8,4.0,1990-12-20,1990-2009
3946,Movie,8.0,1.0,1991-07-19,1990-2009
3947,Series,8.2,1.0,2020-01-31,2010-2029
3948,Movie,7.4,22.0,2019-12-25,2010-2029
3949,Movie,7.3,8.0,2020-01-31,2010-2029
3950,Movie,7.4,2.0,2020-01-31,2010-2029
3951,Series,5.5,Not Awarded,2020-01-31,2010-2029
3952,Series,7.5,Not Awarded,2020-01-31,2010-2029
3953,Movie,5.7,Not Awarded,2018-11-29,2010-2029
3954,Movie,5.4,Not Awarded,2017-07-22,2010-2029
3955,Movie,6.5,11.0,2017-08-04,2010-2029
3956,Movie,5.2,Not Awarded,2016-11-30,2010-2029
3957,Movie,5.3,1.0,2018-12-07,2010-2029
3960,Series,4.4,Not Awarded,2020-01-30,2010-2029
3961,Series,6.2,Not Awarded,2020-08-20,2010-2029
3962,Movie,5.8,1.0,2011-09-09,2010-2029
3963,Movie,6.1,Not Awarded,2018-08-01,2010-2029
